CustomerId,Geography,Gender,Age,Tenure,CreditScore,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,BalanceSegment,CustomerValueScore,ValueQuartile,ChurnStatus,ActivityStatus,RiskSegment,BalanceAtRisk
1000040,Germany,Male,38,3,636,26050.14,2,1,0,200000.0,1,30-39,Medium,160532.59100000001,High,Churned,Inactive,High Value - High Risk,26050.14
1000041,France,Female,26,9,630,73862.19,1,0,1,102629.34,0,<30,High,151536.2915,Medium,Retained,Active,Low Value - Low Risk,0.0
1000042,Spain,Male,31,6,516,88688.65,2,1,1,67578.72,0,30-39,High,162763.3665,High,Retained,Active,High Value - Low Risk,0.0
1000043,Germany,Male,56,1,694,0.0,1,1,0,130530.13,0,50-59,Low,115506.026,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000044,France,Male,54,5,713,47932.5,2,1,1,77589.56,0,50-59,Medium,157974.037,High,Retained,Active,High Value - Low Risk,0.0
1000045,Spain,Female,45,6,727,183361.96,2,1,0,159404.63,0,40-49,Very High,263766.2,Very High,Retained,Inactive,High Value - Low Risk,0.0
1000046,Spain,Male,23,8,786,0.0,2,1,1,188677.07,0,<30,Low,156335.414,High,Retained,Active,High Value - Low Risk,0.0
1000047,France,Male,42,9,741,100417.2,2,1,1,109276.45,0,40-49,High,201226.47,Very High,Retained,Active,High Value - Low Risk,0.0
1000048,France,Female,43,7,593,105604.77,3,1,0,500.0,0,40-49,High,188043.1005,High,Retained,Inactive,High Value - Low Risk,0.0
1000049,Germany,Male,39,0,613,120561.1,1,1,1,94224.46,0,30-39,Very High,178509.60700000002,High,Retained,Active,High Value - Low Risk,0.0
1000050,France,Male,33,5,730,128440.93,1,1,1,90713.24,0,30-39,Very High,194629.2525,Very High,Retained,Active,High Value - Low Risk,0.0
1000051,France,Female,35,2,687,222628.3,2,0,0,194099.39,0,30-39,Very High,292228.273,Very High,Retained,Inactive,High Value - Low Risk,0.0
1000052,France,Female,33,0,648,73662.99,2,1,1,125684.94,0,30-39,High,177817.9315,High,Retained,Active,High Value - Low Risk,0.0
1000053,Spain,Male,28,10,567,121262.36,2,0,1,77504.14,0,<30,Very High,191021.362,High,Retained,Active,High Value - Low Risk,0.0
1000054,Germany,Female,53,1,600,0.0,3,1,0,180391.54,1,50-59,Low,156078.30800000002,High,Churned,Inactive,High Value - High Risk,0.0
1000055,Germany,Male,48,2,705,156111.64,1,0,1,93216.27,0,40-49,Very High,210615.82,Very High,Retained,Active,High Value - Low Risk,0.0
1000056,Spain,Female,36,3,465,128341.42,2,1,0,92668.54,1,30-39,Very High,188455.631,High,Churned,Inactive,High Value - High Risk,128341.42
1000057,France,Female,43,5,428,0.0,1,1,0,71226.38,1,40-49,Low,77045.276,Low,Churned,Inactive,Low Value - High Risk,0.0
1000058,Germany,Female,43,6,716,0.0,2,1,0,166704.03,0,40-49,Low,144940.806,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1000059,France,Male,62,3,599,0.0,1,1,0,69116.84,0,60+,Low,93723.368,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000060,France,Male,48,8,695,0.0,1,0,0,137364.19,0,40-49,Low,116972.838,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000061,Germany,Male,47,1,800,81746.64,3,0,0,123034.33,1,40-49,High,217742.182,Very High,Churned,Inactive,High Value - High Risk,81746.64
1000062,France,Male,39,10,554,0.0,2,1,0,103938.73,0,30-39,Low,116187.746,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000063,Germany,Male,35,9,491,78054.49,2,1,0,152469.98,0,30-39,High,170329.4145,High,Retained,Inactive,High Value - Low Risk,0.0
1000064,Spain,Female,53,6,624,83628.37,2,1,1,188639.5,0,50-59,High,194486.3405,Very High,Retained,Active,High Value - Low Risk,0.0
1000065,Germany,Male,46,0,585,84535.79,1,1,1,29189.07,0,40-49,High,139286.0775,Medium,Retained,Active,Low Value - Low Risk,0.0
1000066,Germany,Male,31,8,648,89699.2,1,1,0,90633.27,0,30-39,High,161231.13400000002,High,Retained,Inactive,High Value - Low Risk,0.0
1000067,Germany,Female,44,7,701,56741.44,1,1,1,85999.18,0,40-49,Medium,144181.772,Medium,Retained,Active,Low Value - Low Risk,0.0
1000068,France,Male,47,6,681,106925.58,2,0,0,106119.95,0,40-49,High,198825.61700000003,Very High,Retained,Inactive,High Value - Low Risk,0.0
1000069,France,Female,18,3,654,58101.96,2,1,1,66671.77,0,<30,Medium,156500.628,High,Retained,Active,High Value - Low Risk,0.0
1000070,France,Female,30,4,751,0.0,1,1,0,40900.93,0,30-39,Low,103280.186,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000071,France,Male,43,4,714,102390.21,1,1,0,93771.7,0,40-49,High,176707.9765,High,Retained,Inactive,High Value - Low Risk,0.0
1000072,France,Male,20,6,633,5000.0,2,1,1,158486.01,0,<30,Medium,138247.202,Medium,Retained,Active,Low Value - Low Risk,0.0
1000073,Spain,Female,21,3,710,234560.91,1,1,0,88370.22,1,<30,Very High,261138.6355,Very High,Churned,Inactive,High Value - High Risk,234560.91
1000074,France,Male,36,4,503,0.0,1,1,0,123897.02,1,30-39,Low,95079.40400000001,Low,Churned,Inactive,Low Value - High Risk,0.0
1000075,France,Female,44,9,751,121631.32,1,1,0,188037.69,0,40-49,Very High,211767.896,Very High,Retained,Inactive,High Value - Low Risk,0.0
1000076,France,Male,44,4,652,77864.32,1,1,1,109559.45,1,40-49,High,157723.698,High,Churned,Active,High Value - High Risk,77864.32
1000077,France,Male,55,6,536,109886.53,2,1,1,156943.84,0,50-59,High,196415.0125,Very High,Retained,Active,High Value - Low Risk,0.0
1000078,Germany,Female,40,10,610,0.0,1,1,1,162288.89,1,40-49,Low,113457.778,Low,Churned,Active,Low Value - High Risk,0.0
1000079,Germany,Male,35,10,749,130491.84,2,1,1,171387.35,0,30-39,Very High,233997.166,Very High,Retained,Active,High Value - Low Risk,0.0
1000080,Spain,Male,26,6,577,0.0,1,1,1,200000.0,0,<30,Low,117700.0,Low,Retained,Active,Low Value - Low Risk,0.0
1000081,Germany,Male,35,2,689,39017.79,1,1,1,92674.15,0,30-39,Medium,132796.3935,Medium,Retained,Active,Low Value - Low Risk,0.0
1000082,France,Female,46,1,733,0.0,2,1,1,152511.83,0,40-49,Low,143802.36599999998,Medium,Retained,Active,Low Value - Low Risk,0.0
1000083,Spain,Female,47,9,652,183515.01,1,0,1,112501.09,0,40-49,Very High,226984.9745,Very High,Retained,Active,High Value - Low Risk,0.0
1000084,France,Male,42,5,568,47702.8,2,1,0,128669.26,1,40-49,Medium,153540.67200000002,Medium,Churned,Inactive,Low Value - High Risk,47702.8
1000085,France,Male,44,6,644,0.0,1,0,0,123653.46,0,40-49,Low,109130.69200000001,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000086,France,Male,52,10,516,0.0,1,0,1,168647.98,0,50-59,Low,105329.596,Low,Retained,Active,Low Value - Low Risk,0.0
1000087,Germany,Male,40,4,604,106290.06,1,1,1,70828.51,1,40-49,High,163654.241,High,Churned,Active,High Value - High Risk,106290.06
1000088,France,Male,53,1,545,195229.17,2,1,1,122594.92,0,50-59,Very High,245917.9445,Very High,Retained,Active,High Value - Low Risk,0.0
1000089,France,Female,32,7,646,131013.15,1,1,0,26914.92,0,30-39,Very High,175141.53149999998,High,Retained,Inactive,High Value - Low Risk,0.0
1000090,Germany,Male,38,10,529,5000.0,3,1,1,54143.49,1,30-39,Medium,126978.698,Medium,Churned,Active,Low Value - High Risk,5000.0
1000091,France,Male,34,1,658,107262.48,2,1,0,66828.12,0,30-39,High,188886.23599999998,High,Retained,Inactive,High Value - Low Risk,0.0
1000092,Germany,Female,47,10,758,0.0,2,1,1,134043.16,0,40-49,Low,142608.63199999998,Medium,Retained,Active,Low Value - Low Risk,0.0
1000093,France,Female,29,5,764,0.0,2,1,0,124106.49,0,<30,Low,141221.298,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1000094,France,Male,36,6,532,0.0,4,1,1,180509.07,0,30-39,Low,169301.814,High,Retained,Active,High Value - Low Risk,0.0
1000095,France,Male,20,10,587,30113.44,1,1,1,156754.45,0,<30,Medium,129624.626,Medium,Retained,Active,Low Value - Low Risk,0.0
1000096,Germany,Male,45,3,731,97910.49,1,0,1,99121.11,1,40-49,High,176566.0405,High,Churned,Active,High Value - High Risk,97910.49
1000097,France,Female,51,8,717,0.0,2,1,1,200000.0,0,50-59,Low,151700.0,Medium,Retained,Active,Low Value - Low Risk,0.0
1000098,France,Male,48,0,592,5000.0,1,1,1,110875.86,0,40-49,Medium,104625.172,Low,Retained,Active,Low Value - Low Risk,0.0
1000099,France,Female,47,7,604,0.0,2,0,0,19571.37,1,40-49,Low,104314.274,Low,Churned,Inactive,Low Value - High Risk,0.0
1000100,Spain,Female,47,0,658,0.0,2,0,0,27241.49,0,40-49,Low,111248.29800000001,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000101,Spain,Male,46,0,476,0.0,3,1,1,140103.52,1,40-49,Low,135620.704,Medium,Churned,Active,Low Value - High Risk,0.0
1000102,Germany,Male,45,4,700,0.0,2,0,0,10119.69,0,40-49,Low,112023.938,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000103,France,Male,46,4,753,0.0,1,0,1,110472.08,1,40-49,Low,117394.416,Low,Churned,Active,Low Value - High Risk,0.0
1000104,Spain,Male,32,8,613,26933.91,2,1,1,80733.25,0,30-39,Medium,134953.69150000002,Medium,Retained,Active,Low Value - Low Risk,0.0
1000105,Spain,Male,37,9,515,0.0,2,1,1,200000.0,0,30-39,Low,131500.0,Medium,Retained,Active,Low Value - Low Risk,0.0
1000106,Germany,Female,40,10,784,104031.94,1,1,0,32881.9,0,40-49,High,172597.141,High,Retained,Inactive,High Value - Low Risk,0.0
1000107,France,Female,36,6,671,168191.53,2,0,0,157227.08,0,30-39,Very High,247869.9105,Very High,Retained,Inactive,High Value - Low Risk,0.0
1000108,France,Male,23,1,717,0.0,2,1,0,79970.63,0,<30,Low,127694.126,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1000109,France,Male,27,7,524,98125.66,2,0,1,74719.11,0,<30,High,171125.501,High,Retained,Active,High Value - Low Risk,0.0
1000110,Spain,Female,41,5,525,92706.91,1,1,0,187609.67,1,40-49,High,170281.4255,High,Churned,Inactive,High Value - High Risk,92706.91
1000111,France,Female,48,5,689,0.0,2,1,1,70361.18,0,40-49,Low,122972.236,Medium,Retained,Active,Low Value - Low Risk,0.0
1000112,France,Female,39,5,748,0.0,1,1,0,48298.47,0,30-39,Low,104459.694,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000113,France,Female,67,9,543,100612.53,2,1,1,72986.29,0,60+,High,174295.4025,High,Retained,Active,High Value - Low Risk,0.0
1000114,Germany,Male,30,4,640,0.0,2,1,0,42002.21,1,30-39,Low,112400.44200000001,Low,Churned,Inactive,Low Value - High Risk,0.0
1000115,France,Female,43,10,499,0.0,2,1,1,11987.25,0,40-49,Low,92297.45,Low,Retained,Active,Low Value - Low Risk,0.0
1000116,Spain,Female,52,5,583,69830.12,1,1,1,55107.1,0,50-59,High,134710.998,Medium,Retained,Active,Low Value - Low Risk,0.0
1000117,Spain,Male,50,7,626,0.0,1,1,0,7348.95,1,50-59,Low,84069.79000000001,Low,Churned,Inactive,Low Value - High Risk,0.0
1000118,Germany,Male,46,10,696,14519.85,1,1,0,50328.44,1,40-49,Medium,109103.5905,Low,Churned,Inactive,Low Value - High Risk,14519.85
1000119,France,Male,50,8,450,67207.33,2,1,1,48881.4,0,50-59,High,138461.04450000002,Medium,Retained,Active,Low Value - Low Risk,0.0
1000120,Germany,Female,40,4,775,166423.91,3,1,0,114307.59,1,40-49,Very High,268537.0595,Very High,Churned,Inactive,High Value - High Risk,166423.91
1000121,Germany,Female,56,2,634,0.0,1,1,0,25636.57,1,50-59,Low,88527.314,Low,Churned,Inactive,Low Value - High Risk,0.0
1000122,Germany,Female,52,1,773,46968.81,2,1,0,134160.66,1,50-59,Medium,174661.8585,High,Churned,Inactive,High Value - High Risk,46968.81
1000123,France,Female,30,4,716,96775.7,2,0,0,500.0,0,30-39,High,174604.20500000002,High,Retained,Inactive,High Value - Low Risk,0.0
1000124,France,Female,42,7,731,111839.55,2,1,1,46588.29,0,40-49,High,195113.3655,Very High,Retained,Active,High Value - Low Risk,0.0
1000125,France,Female,24,8,842,67303.67,2,1,0,87624.83,0,<30,High,185472.3515,High,Retained,Inactive,High Value - Low Risk,0.0
1000126,France,Female,54,0,576,173051.67,2,1,1,76752.68,1,50-59,Very High,225434.1215,Very High,Churned,Active,High Value - High Risk,173051.67
1000127,France,Female,41,5,663,144625.51,2,0,1,103191.57,0,40-49,Very High,220944.8955,Very High,Retained,Active,High Value - Low Risk,0.0
1000128,France,Male,52,10,556,123764.65,1,1,0,22615.4,0,50-59,Very High,160570.10249999998,High,Retained,Inactive,High Value - Low Risk,0.0
1000129,France,Female,38,9,640,108562.71,1,1,1,200000.0,0,30-39,High,194565.76150000002,Very High,Retained,Active,High Value - Low Risk,0.0
1000130,Germany,Female,20,10,718,0.0,1,0,0,193131.92,0,<30,Low,130426.384,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1000131,France,Male,65,10,757,0.0,2,1,1,500.0,0,60+,Low,115800.0,Low,Retained,Active,Low Value - Low Risk,0.0
1000132,Spain,Female,40,1,614,135186.7,1,1,1,134637.74,0,40-49,Very High,196198.903,Very High,Retained,Active,High Value - Low Risk,0.0
1000133,Germany,Male,29,7,536,126281.51,2,1,1,79669.05,0,<30,Very High,191616.7915,High,Retained,Active,High Value - Low Risk,0.0
1000134,France,Male,50,6,657,66626.54,2,1,0,92817.07,0,50-59,High,167570.66499999998,High,Retained,Inactive,High Value - Low Risk,0.0
1000135,Germany,Male,59,5,569,71136.89,2,1,1,94017.2,0,50-59,High,161942.4185,High,Retained,Active,High Value - Low Risk,0.0
1000136,France,Female,37,8,595,130716.81,2,1,1,53990.12,0,30-39,Very High,195263.9505,Very High,Retained,Active,High Value - Low Risk,0.0
1000137,Spain,Male,38,10,714,0.0,1,1,0,93150.33,0,30-39,Low,110030.066,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000138,France,Male,41,5,696,194691.77,3,1,0,187547.07,0,40-49,Very High,293659.0645,Very High,Retained,Inactive,High Value - Low Risk,0.0
1000139,Spain,Female,28,7,729,0.0,1,1,0,200000.0,1,<30,Low,132900.0,Medium,Churned,Inactive,Low Value - High Risk,0.0
1000140,France,Female,32,5,618,96738.44,1,1,0,92945.21,0,30-39,High,163269.028,High,Retained,Inactive,High Value - Low Risk,0.0
1000141,France,Female,57,6,746,5000.0,3,0,0,6293.38,1,50-59,Medium,139108.676,Medium,Churned,Inactive,Low Value - High Risk,5000.0
1000142,France,Male,38,10,651,5000.0,2,1,1,84976.15,0,30-39,Medium,125345.23,Medium,Retained,Active,Low Value - Low Risk,0.0
1000143,Spain,Female,31,8,623,0.0,1,0,0,81850.06,1,30-39,Low,98670.012,Low,Churned,Inactive,Low Value - High Risk,0.0
1000144,Germany,Female,34,2,546,60628.23,2,0,0,182300.11,0,30-39,Medium,170468.3715,High,Retained,Inactive,High Value - Low Risk,0.0
1000145,France,Male,50,9,451,5000.0,2,0,1,30223.25,0,50-59,Medium,94394.65,Low,Retained,Active,Low Value - Low Risk,0.0
1000146,France,Male,19,5,501,0.0,2,1,0,500.0,0,<30,Low,90200.0,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000147,France,Female,42,6,670,122826.92,2,1,0,58849.9,0,40-49,Very High,198607.478,Very High,Retained,Inactive,High Value - Low Risk,0.0
1000148,Germany,Female,64,1,564,0.0,1,1,1,137207.43,1,60+,Low,103841.486,Low,Churned,Active,Low Value - High Risk,0.0
1000149,France,Female,59,4,494,0.0,2,1,0,45280.22,0,50-59,Low,98456.044,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000150,France,Male,45,3,610,169293.8,3,1,1,84751.02,1,40-49,Very High,247991.174,Very High,Churned,Active,High Value - High Risk,169293.8
1000151,Spain,Male,52,0,677,68823.66,1,0,1,141956.01,0,50-59,High,160826.581,High,Retained,Active,High Value - Low Risk,0.0
1000152,Spain,Male,52,9,689,119295.31,2,1,1,10366.32,0,50-59,Very High,188515.2155,High,Retained,Active,High Value - Low Risk,0.0
1000153,France,Female,38,1,647,106956.62,1,0,1,92794.79,0,30-39,High,172780.761,High,Retained,Active,High Value - Low Risk,0.0
1000154,Germany,Female,48,7,644,0.0,1,1,1,112706.79,1,40-49,Low,106941.35800000001,Low,Churned,Active,Low Value - High Risk,0.0
1000155,France,Female,57,8,599,56279.21,2,1,0,135869.88,1,50-59,Medium,163655.4625,High,Churned,Inactive,High Value - High Risk,56279.21
1000156,Germany,Female,26,6,710,103735.49,2,1,0,74973.86,0,<30,High,193422.8405,High,Retained,Inactive,High Value - Low Risk,0.0
1000157,France,Male,45,9,633,119007.21,2,0,0,187355.53,0,40-49,Very High,218125.7925,Very High,Retained,Inactive,High Value - Low Risk,0.0
1000158,Germany,Male,43,1,643,94635.56,2,1,1,70570.95,0,40-49,High,179927.304,High,Retained,Active,High Value - Low Risk,0.0
1000159,Germany,Female,40,0,749,0.0,2,0,0,145286.58,0,40-49,Low,143957.316,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1000160,Spain,Male,39,9,725,162294.48,2,0,1,163423.41,0,30-39,Very High,250676.094,Very High,Retained,Active,High Value - Low Risk,0.0
1000161,France,Female,41,2,632,0.0,1,1,0,500.0,1,40-49,Low,83300.0,Low,Churned,Inactive,Low Value - High Risk,0.0
1000162,Spain,Male,42,3,619,0.0,1,1,1,187431.74,0,40-49,Low,119386.348,Low,Retained,Active,Low Value - Low Risk,0.0
1000163,France,Female,50,7,618,94058.61,1,1,1,36263.8,0,50-59,High,150190.8565,Medium,Retained,Active,Low Value - Low Risk,0.0
1000164,France,Male,44,5,458,179076.22,2,0,1,73682.66,1,40-49,Very High,216936.075,Very High,Churned,Active,High Value - High Risk,179076.22
1000165,Germany,Female,37,2,754,0.0,2,0,0,161648.86,0,30-39,Low,147729.772,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1000166,France,Male,31,2,585,0.0,1,1,0,73786.73,0,30-39,Low,93257.34599999999,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000167,Spain,Male,34,9,731,77354.44,1,1,1,93949.55,1,30-39,High,162170.296,High,Churned,Active,High Value - High Risk,77354.44
1000168,Spain,Male,42,5,654,214812.87,2,0,1,152036.78,0,40-49,Very High,275435.7215,Very High,Retained,Active,High Value - Low Risk,0.0
1000169,France,Male,32,10,782,127634.48,1,1,0,108554.94,0,30-39,Very High,202873.4,Very High,Retained,Inactive,High Value - Low Risk,0.0
1000170,Spain,Female,48,6,700,149212.92,1,1,0,40993.26,0,40-49,Very High,195187.05000000002,Very High,Retained,Inactive,High Value - Low Risk,0.0
1000171,France,Male,43,7,737,0.0,2,1,1,167434.8,0,40-49,Low,147186.96,Medium,Retained,Active,Low Value - Low Risk,0.0
1000172,Germany,Female,50,3,594,140397.34,2,1,0,118714.19,1,50-59,Very High,214401.109,Very High,Churned,Inactive,High Value - High Risk,140397.34
1000173,France,Male,33,0,528,140376.16,1,1,0,8968.47,0,30-39,Very High,165838.198,High,Retained,Inactive,High Value - Low Risk,0.0
1000174,Spain,Female,31,5,664,97594.43,1,0,1,92064.11,0,30-39,High,168249.2015,High,Retained,Active,High Value - Low Risk,0.0
1000175,France,Female,50,8,468,0.0,1,1,1,118220.57,0,50-59,Low,90444.114,Low,Retained,Active,Low Value - Low Risk,0.0
1000176,France,Male,40,4,606,5000.0,4,0,0,75830.22,0,40-49,Medium,159016.044,High,Retained,Inactive,High Value - Low Risk,0.0
1000177,France,Female,37,9,537,0.0,2,0,0,5113.46,0,30-39,Low,94722.69200000001,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000178,Spain,Male,46,7,570,0.0,2,1,0,19252.34,0,40-49,Low,100850.468,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000179,Spain,Female,46,5,707,131098.44,1,0,1,60341.5,0,40-49,Very High,187982.28600000002,High,Retained,Active,High Value - Low Risk,0.0
1000180,Germany,Male,26,5,700,0.0,1,0,0,119534.96,0,<30,Low,113906.992,Low,Retained,Inactive,Low Value - Low Risk,0.0
1000181,Spain,Male,53,2,635,0.0,2,1,1,165683.19,1,50-59,Low,136636.638,Medium,Churned,Active,Low Value - High Risk,0.0
1000182,Spain,Male,35,9,680,0.0,1,1,1,18029.84,0,30-39,Low,91605.968,Low,Retained,Active,Low Value - Low Risk,0.0
1000183,Germany,Female,56,0,599,150319.2,1,1,0,65254.3,1,50-59,Very High,190658.34000000003,High,Churned,Inactive,High Value - High Risk,150319.2
1000184,France,Female,26,0,850,164880.45,1,0,0,500.0,0,<30,Very High,212272.2925,Very High,Retained,Inactive,High Value - Low Risk,0.0
1000185,Spain,Female,42,8,679,143472.85,2,0,1,96656.26,0,40-49,Very High,220488.60450000002,Very High,Retained,Active,High Value - Low Risk,0.0
1000186,Germany,Female,37,0,594,97041.93,1,1,0,185427.94,0,30-39,High,179562.8425,High,Retained,Inactive,High Value - Low Risk,0.0
1000187,France,Male,19,5,733,0.0,1,1,0,157471.46,1,<30,Low,124794.292,Medium,Churned,Inactive,Low Value - High Risk,0.0
1000188,France,Female,46,2,768,109126.38,1,1,1,82960.91,0,40-49,High,184324.32900000003,High,Retained,Active,High Value - Low Risk,0.0
1000189,Germany,Female,20,7,576,116254.47,1,0,1,79315.74,0,<30,High,169028.5535,High,Retained,Active,High Value - Low Risk,0.0
1000190,France,Female,36,1,515,0.0,3,1,0,77668.67,0,30-39,Low,127033.734,Medium,Retained,Inactive,Low Value - Low Risk,0.0
1000191,Spain,Male,50,2,534,184458.81,1,1,0,81254.03,0,50-59,Very High,209549.0325,Very High,Retained,Inactive,High Value - Low Risk,0.0
